tweet,task,preprocessed,gpe_count,org_count,sentence_count,pos_tagged,noun
@USER @USER 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA URL,NOT,user 2 of 2 vote her butt right out of office. dianefeinstein is part of the problem in america not part of the solution. her old ideas and clarencethomas tricks will not work this time. votered2018 kag confirmkavanaugh confirmcoachk maga url,0.2,0.11764705882352941,0.25,user_NOUN 2_NUM 2_NUM vote_NOUN butt_NOUN right_ADV office_NOUN dianefeinstein_PROPN problem_NOUN america_PROPN solution_NOUN old_ADJ idea_NOUN clarencethoma_NOUN trick_NOUN work_VERB time_NOUN votered2018_PROPN kag_PROPN confirmkavanaugh_PROPN confirmcoachk_PROPN maga_NOUN url_ADV,user vote butt office dianefeinstein problem america solution idea clarencethoma trick time votered2018 kag confirmkavanaugh confirmcoachk maga
@USER LMFAO NO   But he is in his undies,NOT,user lmfao no but he is in his undies,0.0,0.0,0.125,user_PROPN lmfao_VERB undie_NOUN,user undie
"@USER Well remember how the cops in San Jose stood down"" and watched as antifa thugs armed with bats,bottles &amp; pepper spray attacked Trump rally goers?  They were ""just following orders"".  That's what most soldiers &amp; cops do. Soldiers follow orders &amp; cops protect their paycheck.  SAD.""",OFF,"user well remember how the cops in san jose stood down"" and watched as antifa thugs armed with bats,bottles &amp; pepper spray attacked trump rally goers ? they were ""just following orders"". that's what most soldiers &amp; cops do. soldiers follow orders &amp; cops protect their paycheck. sad.""",0.2,0.23529411764705882,0.3125,user_NOUN remember_VERB cop_NOUN san_PROPN jose_PROPN stand_VERB watch_VERB antifa_PROPN thug_NOUN arm_VERB bat_NOUN bottle_NOUN amp_PROPN pepper_NOUN spray_NOUN attack_VERB trump_NOUN rally_NOUN goer_NOUN follow_VERB order_NOUN soldier_NOUN amp_PROPN cop_NOUN soldier_NOUN follow_VERB order_NOUN amp_PROPN cop_NOUN protect_VERB paycheck_NOUN sad_ADJ,user cop san jose antifa thug bat bottle amp pepper spray trump rally goer order soldier amp cop soldier order amp cop paycheck
@USER you are too 😘😘😘,NOT,user you are too 😘😘😘,0.0,0.058823529411764705,0.0625,user_NOUN 😘_ADJ 😘_NUM 😘_NOUN,user 😘
@USER 👏🏻 good job (sarcasm). Also great they have gun control laws it’s saving lives! (More sarcasm).,OFF,user 👏🏻 good job (sarcasm). also great they have gun control laws it’s saving lives ! (more sarcasm).,0.0,0.058823529411764705,0.1875,user_NOUN 👏_PROPN 🏻_VERB good_ADJ job_NOUN sarcasm_NOUN great_ADJ gun_NOUN control_NOUN law_NOUN save_VERB life_NOUN sarcasm_NOUN,user 👏 job sarcasm gun control law life sarcasm
@USER @USER She is the daughter of her parents.  All illogical hypocrites.,OFF,user she is the daughter of her parents. all illogical hypocrites.,0.0,0.0,0.125,user_NOUN daughter_NOUN parent_NOUN illogical_ADJ hypocrite_NOUN,user daughter parent hypocrite
@USER @USER MAGA PATRIOTS WE NEED YOU!,NOT,user maga patriots we need you !,0.0,0.0,0.0625,user_NOUN maga_NOUN patriot_NOUN need_VERB,user maga patriot
@USER 😂that zombie walk was a little scary. Remember when that zombie said he was going to eat Shon’s butt💀,OFF,user 😂that zombie walk was a little scary. remember when that zombie said he was going to eat shon’s butt💀,0.0,0.11764705882352941,0.125,user_PROPN 😂_PROPN zombie_PROPN walk_NOUN little_ADJ scary_ADJ remember_VERB zombie_PROPN say_VERB go_VERB eat_VERB shon_PROPN butt_NOUN 💀_SPACE,user 😂 zombie walk zombie shon butt
@USER @USER @USER @USER Awesome🔥🔥🔥🔥❤❤❤❤,NOT,user awesome🔥🔥🔥🔥❤❤❤❤,0.0,0.0,0.0625,user_PROPN awesome_PROPN 🔥_PROPN 🔥_PROPN 🔥_NOUN 🔥_NOUN ❤_SPACE ❤_SPACE ❤_SPACE ❤_SPACE,user awesome 🔥 🔥 🔥 🔥
@USER swear niggas make me wanna turn this phone off,OFF,user swear niggas make me wanna turn this phone off,0.0,0.058823529411764705,0.0625,user_PROPN swear_PROPN niggas_PROPN wanna_PROPN turn_VERB phone_NOUN,user swear niggas wanna phone
@USER Would be nice if you quoted her complete answer. She is right the constitution guarantee the right to face your accuser. But than #EnemyOfThePeople only care about what pleases them,NOT,user would be nice if you quoted her complete answer. she is right the constitution guarantee the right to face your accuser. but than enemyofthepeople only care about what pleases them,0.0,0.058823529411764705,0.1875,user_NOUN nice_ADJ quote_VERB complete_ADJ answer_NOUN right_ADJ constitution_NOUN guarantee_VERB right_NOUN face_VERB accuser_NOUN enemyofthepeople_PROPN care_VERB please_VERB,user answer constitution right accuser enemyofthepeople
#guns #2A 'Last Lockdown' statues part of gun-control group's plan to change minds in pro-gun districts: Tucker: Left colluding with companies to suppress gun rights Tucker: The ideological gap between the leaders of America's most URL URL,NOT,guns 2a 'last lockdown' statues part of gun-control group's plan to change minds in pro-gun districts: tucker: left colluding with companies to suppress gun rights tucker: the ideological gap between the leaders of america's most url url,0.2,0.0,0.0625,gun_NOUN 2a_PROPN lockdown_NOUN statue_VERB gun_NOUN control_NOUN group_NOUN plan_NOUN change_VERB mind_NOUN pro_ADJ gun_ADJ district_NOUN tucker_ADV leave_VERB collude_VERB company_NOUN suppress_VERB gun_NOUN right_NOUN tucker_ADP ideological_ADJ gap_NOUN leader_NOUN america_PROPN url_ADJ url_ADV,gun 2a lockdown gun control group plan mind district company gun right gap leader america
@USER 💀 i beat they ass too for letting them get hit,OFF,user 💀 i beat they ass too for letting them get hit,0.0,0.058823529411764705,0.0625,user_PROPN 💀_SPACE beat_VERB ass_VERB let_VERB hit_VERB,user
@USER @USER It's hilarious that liberals think there's an equivalency between using Senate rules to keep a nominee from being voted on and bringing someone out to accuse a nominee of sexual assault 35 years ago. Once again just showing how sane you are,OFF,user it's hilarious that liberals think there's an equivalency between using senate rules to keep a nominee from being voted on and bringing someone out to accuse a nominee of sexual assault 35 years ago. once again just showing how sane you are,0.0,0.058823529411764705,0.125,user_NOUN hilarious_ADJ liberal_NOUN think_VERB equivalency_NOUN senate_PROPN rule_NOUN nominee_NOUN vote_VERB bring_VERB accuse_VERB nominee_NOUN sexual_ADJ assault_NOUN 35_NUM year_NOUN ago_ADV show_VERB sane_ADJ,user liberal equivalency senate rule nominee nominee assault year
@USER She is better than everyone at everything because she is a literal angel who can do no wrong,NOT,user she is better than everyone at everything because she is a literal angel who can do no wrong,0.0,0.058823529411764705,0.0625,user_NOUN well_ADJ literal_ADJ angel_NOUN wrong_ADJ,user angel
@USER If the tournament of shit ain’t on here... URL,OFF,user if the tournament of shit ain’t on here... url,0.0,0.058823529411764705,0.0625,user_NOUN tournament_NOUN shit_NOUN ai_VERB url_PROPN,user tournament shit url
@USER I will beat your ass.,OFF,user i will beat your ass.,0.0,0.058823529411764705,0.0625,user_NOUN beat_VERB ass_NOUN,user ass
@USER @USER You are just looking at the price...,NOT,user you are just looking at the price...,0.0,0.0,0.0625,user_NOUN look_VERB price_NOUN,user price
@USER @USER I appreciate the self promotion #Tweet. Great Advertising and I love what @USER does for the #community and helps to #MAGA The #FargoLowes has a great group of people. #Thanks #hurricaneFlorence #business #hurricaneseason #TuesdayThoughts #Technology #investments,NOT,user i appreciate the self promotion tweet. great advertising and i love what user does for the community and helps to maga the fargolowes has a great group of people. thanks hurricaneflorence business hurricaneseason tuesdaythoughts technology investments,0.0,0.11764705882352941,0.1875,user_NOUN appreciate_VERB self_NOUN promotion_NOUN tweet_NOUN great_ADJ advertising_NOUN love_VERB user_NOUN community_NOUN help_VERB maga_VERB fargolowe_NOUN great_ADJ group_NOUN people_NOUN thank_NOUN hurricaneflorence_PROPN business_PROPN hurricaneseason_PROPN tuesdaythought_NOUN technology_NOUN investment_NOUN,user self promotion tweet advertising user community fargolowe group people thank hurricaneflorence business hurricaneseason tuesdaythought technology investment
@USER Go out like Seinfeld and cancel the series while it's hot! Jk don't you fucking dare. This better have a 50 issue plan.,OFF,user go out like seinfeld and cancel the series while it's hot ! jk don't you fucking dare. this better have a 50 issue plan.,0.0,0.058823529411764705,0.1875,user_NOUN like_ADP seinfeld_NOUN cancel_VERB series_NOUN hot_ADJ jk_NOUN fuck_VERB dare_VERB well_ADV 50_NUM issue_NOUN plan_NOUN,user seinfeld series jk issue plan
@USER @USER @USER The response from the US was exceptional. The implementation in Puerto Rico was abysmal because of the Democrat Mayor. She hoarded the supplies and only distributed them to her allies first and withheld it for the rest. She is still under FBI  investigation,NOT,user the response from the us was exceptional. the implementation in puerto rico was abysmal because of the democrat mayor. she hoarded the supplies and only distributed them to her allies first and withheld it for the rest. she is still under fbi investigation,0.4,0.058823529411764705,0.25,user_NOUN response_NOUN exceptional_ADJ implementation_NOUN puerto_PROPN rico_PROPN abysmal_ADJ democrat_PROPN mayor_PROPN hoard_VERB supply_NOUN distribute_VERB ally_NOUN withhold_VERB rest_NOUN fbi_PROPN investigation_NOUN,user response implementation puerto rico democrat mayor supply ally rest fbi investigation
@USER Well your a tool for the liberals so I’m not surprised you don’t see. Pretty much a tool in general...,NOT,user well your a tool for the liberals so i’m not surprised you don’t see. pretty much a tool in general...,0.0,0.058823529411764705,0.125,user_PROPN tool_NOUN liberal_NOUN surprised_ADJ pretty_ADV tool_NOUN general_ADJ,user tool liberal tool
@USER How do you know she is not credible?,NOT,user how do you know she is not credible ?,0.0,0.0,0.0625,user_NOUN know_VERB credible_ADJ,user
@USER FINALLY HOLY SHIT YOU ARE FINALLY READING THE GOAT,OFF,user finally holy shit you are finally reading the goat,0.0,0.058823529411764705,0.0625,user_PROPN finally_ADV holy_ADJ shit_NOUN finally_ADV read_VERB goat_NOUN,user shit goat
"@USER @USER @USER No there's no equivalence. It's not both sides."" Conservatives' contrived controversies, division and refusal to acknowledge basic facts will be our biggest obstacles for the foreseeable future.""",NOT,"user no there's no equivalence. it's not both sides."" conservatives' contrived controversies, division and refusal to acknowledge basic facts will be our biggest obstacles for the foreseeable future.""",0.0,0.0,0.1875,user_PROPN equivalence_NOUN side_NOUN conservative_NOUN contrived_ADJ controversy_NOUN division_NOUN refusal_NOUN acknowledge_VERB basic_ADJ fact_NOUN big_ADJ obstacle_NOUN foreseeable_ADJ future_NOUN,user equivalence side conservative controversy division refusal fact obstacle future
@USER @USER @USER She is a wart on society,OFF,user she is a wart on society,0.0,0.0,0.0625,user_NOUN wart_NOUN society_NOUN,user wart society
@USER Fat ass liar strikes again. #NeverForget,OFF,user fat ass liar strikes again. neverforget,0.0,0.058823529411764705,0.125,user_PROPN fat_PROPN ass_PROPN liar_NOUN strike_NOUN neverforget_VERB,user fat ass liar strike
@USER Diversity makes you stronger,NOT,user diversity makes you stronger,0.0,0.058823529411764705,0.0625,user_NOUN diversity_NOUN make_VERB strong_ADJ,user diversity
@USER WHAT THE FUCK,OFF,user what the fuck,0.0,0.058823529411764705,0.0625,user_NOUN fuck_NOUN,user fuck
@USER Another typical liberal who espouses  gun control but uses hate and bullying.,OFF,user another typical liberal who espouses gun control but uses hate and bullying.,0.0,0.058823529411764705,0.0625,user_NOUN typical_ADJ liberal_NOUN espouse_VERB gun_NOUN control_NOUN use_VERB hate_NOUN bullying_NOUN,user liberal gun control hate bullying
@USER @USER @USER @USER @USER @USER Amazing seeing how she is a prof and an activist,NOT,user amazing seeing how she is a prof and an activist,0.0,0.0,0.0625,user_NOUN amazing_ADJ see_VERB prof_NOUN activist_NOUN,user prof activist
@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,OFF,user shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. remember liberals talk from their high horses of superior morality.,0.0,0.0,0.125,user_NOUN s_VERB liberal_ADJ disagree_VERB thing_NOUN determine_VERB terrible_ADJ person_NOUN remember_VERB liberal_NOUN talk_VERB high_ADJ horse_NOUN superior_ADJ morality_NOUN,user thing person liberal horse morality
@USER Can we all stop pretending that the Catholic Church is not the seat of Satan on earth?,OFF,user can we all stop pretending that the catholic church is not the seat of satan on earth ?,0.0,0.11764705882352941,0.0625,user_NOUN stop_VERB pretend_VERB catholic_ADJ church_NOUN seat_NOUN satan_PROPN earth_NOUN,user church seat satan earth
@USER Come on Texans! This man can not replace @USER  EVER! #MAGA2018,OFF,user come on texans ! this man can not replace user ever ! maga2018,0.0,0.058823529411764705,0.1875,user_NOUN come_VERB texan_NOUN man_NOUN replace_VERB user_NOUN maga2018_VERB,user texan man user
@USER Tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberals...(sorry for the rant lol),NOT,user tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberals...(sorry for the rant lol),0.0,0.058823529411764705,0.0625,user_NOUN tough_ADJ football_NOUN manage_VERB appeal_VERB side_NOUN spectrum_NOUN maybe_ADV far_ADV liberal_NOUN (sorry_PUNCT rant_ADJ lol_NOUN,user football side spectrum liberal lol
@USER I didn't recognize him without his antifa mask.,NOT,user i didn't recognize him without his antifa mask.,0.0,0.11764705882352941,0.0625,user_NOUN recognize_VERB antifa_NOUN mask_NOUN,user antifa mask
@USER @USER Obesity high on the list. But people still care more about  gun control URL,NOT,user obesity high on the list. but people still care more about gun control url,0.0,0.0,0.125,user_NOUN obesity_NOUN high_ADV list_NOUN people_NOUN care_VERB gun_NOUN control_NOUN url_ADV,user obesity list people gun control
